Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,41057,-,-,-,18.75,79.45,0,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,DHI,DHI Perez,DNI,DNI Perez,Fill Flag,GHI,GHI Perez,Relative Humidity,Snow Depth,Solar Zenith Angle,Pressure,Precipitable Water,Wind Direction,Wind Speed
2006,1,1,0,0,15,0,0,0,14,0,0,0,0,0,0,0,92.4,0,107.32000000000001,980,1.8920000000000001,184.8,1.6
2006,1,1,1,0,16,0,0,0,14,0,0,0,0,0,0,0,90.91,0,94.06,990,1.8940000000000001,181.10000000000002,1.6
2006,1,1,2,0,19,59,271,101,15,65,65,209,209,0,97,97,84.67,0,81.23,990,1.891,177.10000000000002,1.4000000000000001
2006,1,1,3,0,22,115,546,310,16,115,118,546,545,0,310,313,73.89,0,69.10000000000001,990,1.889,166.5,1.3
2006,1,1,4,0,25,146,686,509,16,146,132,686,722,0,509,514,60.29,0,58.120000000000005,990,1.8780000000000001,151,1.5
2006,1,1,5,0,27,164,760,663,16,164,148,760,785,0,663,663,53.19,0,49.08,990,1.8760000000000001,138.1,1.5
2006,1,1,6,0,28,174,795,754,16,174,160,795,807,0,754,749,49.730000000000004,0,43.22,990,1.8800000000000001,131.5,1.4000000000000001
2006,1,1,7,0,29,175,802,773,16,175,164,802,810,0,773,767,48.33,0,41.9,980,1.889,129.1,1.3
2006,1,1,8,0,29,170,782,718,16,170,149,782,819,0,718,723,48.17,0,45.53,980,1.907,127.2,1.3
2006,1,1,9,0,28,157,730,596,16,157,143,730,757,0,596,598,49.27,0,53.09,980,1.926,127.9,1.3
2006,1,1,10,0,27,133,629,418,16,133,127,629,656,0,418,423,52.5,0,63.18,980,1.945,129.70000000000002,1.5
2006,1,1,11,0,25,93,438,208,17,93,91,438,452,0,208,210,63,0,74.78,980,1.944,135.8,1.7000000000000002
2006,1,1,12,0,23,18,68,21,16,5,5,0,0,0,5,5,67.28,0,87.29,980,1.917,145.20000000000002,2
2006,1,1,13,0,22,0,0,0,15,0,0,0,0,0,0,0,69.44,0,100.35000000000001,980,1.8820000000000001,154.4,2.3000000000000003
2006,1,1,14,0,21,0,0,0,15,0,0,0,0,0,0,0,71.7,0,113.76,980,1.849,163.10000000000002,2.5
2006,1,1,15,0,20,0,0,0,15,0,0,0,0,0,0,0,74.12,0,127.39,980,1.821,167.70000000000002,2.6
2006,1,1,16,0,19,0,0,0,15,0,0,0,0,0,0,0,76.47,0,141.16,980,1.7910000000000001,170.8,2.6
2006,1,1,17,0,19,0,0,0,14,0,0,0,0,0,0,0,78.69,0,154.95000000000002,980,1.7690000000000001,174.10000000000002,2.5
2006,1,1,18,0,18,0,0,0,14,0,0,0,0,0,0,0,81.7,0,168.49,980,1.7590000000000001,177.8,2.5
2006,1,1,19,0,18,0,0,0,14,0,0,0,0,0,0,0,85.11,0,174.65,980,1.7650000000000001,182.4,2.3000000000000003
2006,1,1,20,0,17,0,0,0,15,0,0,0,0,0,0,0,88.32000000000001,0,162.20000000000002,980,1.7890000000000001,187.5,2.1
2006,1,1,21,0,17,0,0,0,15,0,0,0,0,0,0,0,90.83,0,148.46,980,1.824,197.4,1.8
2006,1,1,22,0,16,0,0,0,15,0,0,0,0,0,0,0,93.29,0,134.67000000000002,980,1.873,207.5,1.6
2006,1,1,23,0,16,0,0,0,15,0,0,0,0,0,0,0,95.42,0,120.95,980,1.917,212.5,1.4000000000000001
2006,1,2,0,0,15,0,0,0,14,0,0,0,0,0,0,0,97.34,0,107.4,980,1.947,213.9,1.2000000000000002
2006,1,2,1,0,16,0,0,0,15,0,0,0,0,0,0,0,96.02,0,94.13,980,1.961,211.8,1.1
2006,1,2,2,0,19,59,268,99,17,64,64,173,173,0,91,91,91.37,0,81.29,980,1.961,203,0.9
2006,1,2,3,0,22,115,544,309,17,140,140,386,386,0,278,278,76.23,0,69.15,990,1.955,166.10000000000002,0.7000000000000001
2006,1,2,4,0,25,146,684,508,16,175,175,601,601,0,493,493,59.17,0,58.15,990,1.94,131.20000000000002,1.2000000000000002
2006,1,2,5,0,27,164,759,662,16,167,167,749,749,0,658,658,53.36,0,49.07,980,1.935,127.2,1.4000000000000001
2006,1,2,6,0,28,174,794,753,17,174,150,794,833,0,753,758,50.61,0,43.17,980,1.941,131.20000000000002,1.4000000000000001
