Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,41057,-,-,-,18.75,79.45,0,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,DHI,DHI Perez,DNI,DNI Perez,Fill Flag,GHI,GHI Perez,Relative Humidity,Snow Depth,Solar Zenith Angle,Pressure,Precipitable Water,Wind Direction,Wind Speed
2005,1,1,0,0,16,0,0,0,14,0,0,0,0,0,0,0,92.11,0,107.34,980,2.532,171.20000000000002,2.7
2005,1,1,1,0,16,0,0,0,15,0,0,0,0,0,0,0,91.73,0,94.08,980,2.574,171.20000000000002,2.8000000000000003
2005,1,1,2,0,19,62,188,91,16,67,67,65,65,0,77,77,84.31,0,81.25,980,2.618,171.20000000000002,2.5
2005,1,1,3,0,22,134,441,291,17,157,157,371,371,0,290,290,73.3,0,69.11,980,2.665,169.8,2.2
2005,1,1,4,0,26,175,583,483,17,175,178,583,591,0,483,491,60.93,0,58.13,980,2.721,166.8,2.3000000000000003
2005,1,1,5,0,28,199,660,631,17,199,189,660,702,0,631,649,53.64,0,49.08,980,2.786,163.9,2.1
2005,1,1,6,0,29,211,697,719,18,211,210,697,715,0,719,732,50.550000000000004,0,43.21,980,2.861,160.4,1.9000000000000001
2005,1,1,7,0,30,213,704,737,18,213,199,704,753,0,737,760,49.25,0,41.88,980,2.938,157.5,1.7000000000000002
2005,1,1,8,0,30,206,681,683,18,206,201,681,712,0,683,701,49.32,0,45.5,980,3.012,154.8,1.6
2005,1,1,9,0,29,188,624,564,17,188,181,624,669,0,564,584,50.46,0,53.050000000000004,980,3.081,151.5,1.7000000000000002
2005,1,1,10,0,28,157,519,392,17,157,158,519,552,0,392,408,53.76,0,63.15,980,3.132,148.3,1.8
2005,1,1,11,0,26,104,332,191,18,104,108,332,346,0,191,200,63.06,0,74.75,980,3.172,146.20000000000002,2.1
2005,1,1,12,0,24,14,36,16,17,5,5,0,0,0,5,5,68.71000000000001,0,87.25,980,3.1990000000000003,148.1,2.5
2005,1,1,13,0,23,0,0,0,17,0,0,0,0,0,0,0,70.69,0,100.32000000000001,980,3.22,151,2.7
2005,1,1,14,0,23,0,0,0,17,0,0,0,0,0,0,0,72.35000000000001,0,113.73,980,3.235,154.5,2.8000000000000003
2005,1,1,15,0,22,0,0,0,17,0,0,0,0,0,0,0,74.22,0,127.36,980,3.244,159.4,2.9000000000000004
2005,1,1,16,0,21,0,0,0,17,0,0,0,0,0,0,0,76.16,0,141.13,980,3.259,165.20000000000002,2.9000000000000004
2005,1,1,17,0,21,0,0,0,16,0,0,0,0,0,0,0,77.8,0,154.93,980,3.282,170.8,2.9000000000000004
2005,1,1,18,0,20,0,0,0,16,0,0,0,0,0,0,0,79.23,0,168.47,980,3.31,175.4,2.9000000000000004
2005,1,1,19,0,20,0,0,0,16,0,0,0,0,0,0,0,81.08,0,174.68,980,3.335,178.60000000000002,2.8000000000000003
2005,1,1,20,0,19,0,0,0,16,0,0,0,0,0,0,0,83.42,0,162.23,980,3.361,180.3,2.7
2005,1,1,21,0,19,0,0,0,16,0,0,0,0,0,0,0,85.98,0,148.49,980,3.391,177.5,2.7
2005,1,1,22,0,18,0,0,0,16,0,0,0,0,0,0,0,87.92,0,134.69,980,3.43,171.70000000000002,2.6
2005,1,1,23,0,18,0,0,0,16,0,0,0,0,0,0,0,89.96000000000001,0,120.97,980,3.4530000000000003,165.70000000000002,2.7
2005,1,2,0,0,18,0,0,0,16,0,0,0,0,0,0,0,92.49,0,107.42,980,3.463,160.8,2.7
2005,1,2,1,0,18,0,0,0,16,0,0,0,0,0,0,0,93.23,0,94.15,980,3.472,157,2.6
2005,1,2,2,0,20,60,179,87,17,35,35,0,0,0,35,35,86.72,0,81.31,980,3.482,153.4,2.3000000000000003
2005,1,2,3,0,23,132,429,285,17,132,196,429,261,0,285,289,74.24,0,69.16,980,3.491,151.4,2.3000000000000003
2005,1,2,4,0,25,173,570,474,17,254,254,92,92,0,303,303,62.86,0,58.15,980,3.5060000000000002,149.1,2.4000000000000004
2005,1,2,5,0,27,197,649,622,17,197,284,649,528,0,622,630,55.980000000000004,0,49.07,980,3.528,145.70000000000002,2.3000000000000003
2005,1,2,6,0,28,209,687,711,17,283,283,544,544,0,680,680,52.29,0,43.15,980,3.552,142,2.3000000000000003
2005,1,2,7,0,29,212,694,730,17,212,242,694,669,0,730,741,50.370000000000005,0,41.78,980,3.5700000000000003,140.20000000000002,2.3000000000000003
2005,1,2,8,0,29,205,673,678,17,205,207,673,712,0,678,708,49.620000000000005,0,45.37,980,3.583,140.1,2.2
2005,1,2,9,0,29,188,618,560,17,188,209,618,591,0,560,566,50.410000000000004,0,52.92,980,3.609,137.9,2
2005,1,2,10,0,28,157,514,390,17,157,200,514,440,0,390,400,53.77,0,63.01,980,3.652,135.4,1.8
2005,1,2,11,0,26,104,329,191,18,119,119,105,105,0,147,147,63.29,0,74.61,980,3.704,137.8,1.7000000000000002
2005,1,2,12,0,24,15,37,17,18,11,11,0,0,0,11,11,69.15,0,87.12,980,3.77,145.8,1.8
2005,1,2,13,0,24,0,0,0,18,0,0,0,0,0,0,0,70.45,0,100.19,980,3.851,152.1,2
2005,1,2,14,0,24,0,0,0,18,0,0,0,0,0,0,0,71.43,0,113.61,980,3.942,155.8,2.3000000000000003
2005,1,2,15,0,23,0,0,0,17,0,0,0,0,0,0,0,72.26,0,127.25,980,4.016,158.9,2.5
2005,1,2,16,0,23,0,0,0,17,0,0,0,0,0,0,0,73.44,0,141.02,980,4.032,161.10000000000002,2.7
2005,1,2,17,0,22,0,0,0,17,0,0,0,0,0,0,0,74.97,0,154.83,980,4.017,163.10000000000002,2.8000000000000003
2005,1,2,18,0,21,0,0,0,17,0,0,0,0,0,0,0,76.74,0,168.4,980,3.979,166.20000000000002,2.8000000000000003
2005,1,2,19,0,21,0,0,0,17,0,0,0,0,0,0,0,78.96000000000001,0,174.82,980,3.923,170.10000000000002,2.7
2005,1,2,20,0,20,0,0,0,16,0,0,0,0,0,0,0,81.25,0,162.35,980,3.838,174.60000000000002,2.6
2005,1,2,21,0,20,0,0,0,16,0,0,0,0,0,0,0,83.77,0,148.6,980,3.741,178.9,2.4000000000000004
2005,1,2,22,0,19,0,0,0,16,0,0,0,0,0,0,0,86.31,0,134.79,980,3.698,184.60000000000002,2.2
2005,1,2,23,0,19,0,0,0,16,0,0,0,0,0,0,0,89.35000000000001,0,121.06,980,3.676,191.4,2
2005,1,3,0,0,18,0,0,0,16,0,0,0,0,0,0,0,92.22,0,107.51,980,3.662,197,1.8
2005,1,3,1,0,18,0,0,0,16,0,0,0,0,0,0,0,91.31,0,94.22,980,3.645,199.9,1.6
2005,1,3,2,0,21,60,176,86,17,59,59,13,13,0,61,61,83.92,0,81.37,980,3.6310000000000002,199.3,1.2000000000000002
2005,1,3,3,0,24,132,426,283,18,152,152,18,18,0,159,159,68.68,0,69.2,980,3.63,185.9,1.1
2005,1,3,4,0,27,173,569,473,18,253,253,92,92,0,302,302,58.49,0,58.17,980,3.632,170.20000000000002,1.1
2005,1,3,5,0,29,197,647,621,18,164,164,0,0,0,164,164,54.29,0,49.050000000000004,980,3.657,155.60000000000002,0.9
2005,1,3,6,0,30,209,685,710,19,123,123,0,0,0,123,123,52.54,0,43.09,980,3.696,145.8,0.9
2005,1,3,7,0,30,211,693,729,19,351,351,42,42,0,383,383,52.81,0,41.68,980,3.737,139.1,1
2005,1,3,8,0,30,205,672,678,19,309,309,20,20,0,324,324,53.82,0,45.24,980,3.755,134.1,1.2000000000000002
2005,1,3,9,0,29,188,617,561,19,260,260,62,62,0,298,298,55.1,0,52.77,980,3.744,131.4,1.3
2005,1,3,10,0,28,157,514,392,18,258,258,241,241,0,368,368,58.18,0,62.86,980,3.758,134,1.3
2005,1,3,11,0,26,105,331,193,18,53,53,0,0,0,53,53,63.13,0,74.47,980,3.783,140.5,1.4000000000000001
2005,1,3,12,0,25,16,39,18,19,7,7,0,0,0,7,7,71.32000000000001,0,86.99,980,3.781,149.1,1.7000000000000002
2005,1,3,13,0,24,0,0,0,19,0,0,0,0,0,0,0,72.79,0,100.06,980,3.758,156.9,1.9000000000000001
2005,1,3,14,0,24,0,0,0,18,0,0,0,0,0,0,0,74.49,0,113.48,980,3.727,164.8,2
2005,1,3,15,0,23,0,0,0,18,0,0,0,0,0,0,0,76.51,0,127.13000000000001,980,3.698,173.8,1.9000000000000001
2005,1,3,16,0,23,0,0,0,18,0,0,0,0,0,0,0,77.99,0,140.91,980,3.658,182.9,1.8
2005,1,3,17,0,22,0,0,0,18,0,0,0,0,0,0,0,79.21000000000001,0,154.73,980,3.607,190.20000000000002,1.6
2005,1,3,18,0,21,0,0,0,17,0,0,0,0,0,0,0,80.56,0,168.33,980,3.536,195.3,1.4000000000000001
2005,1,3,19,0,21,0,0,0,17,0,0,0,0,0,0,0,81.49,0,174.96,980,3.46,199.20000000000002,1.2000000000000002
2005,1,3,20,0,21,0,0,0,17,0,0,0,0,0,0,0,82.60000000000001,0,162.47,980,3.383,208.20000000000002,1
2005,1,3,21,0,20,0,0,0,17,0,0,0,0,0,0,0,84.22,0,148.71,980,3.323,220,0.7000000000000001
2005,1,3,22,0,20,0,0,0,17,0,0,0,0,0,0,0,85.52,0,134.89000000000001,980,3.3080000000000003,234.70000000000002,0.5
2005,1,3,23,0,19,0,0,0,17,0,0,0,0,0,0,0,86.91,0,121.15,980,3.3120000000000003,258.8,0.2
2005,1,4,0,0,19,0,0,0,16,0,0,0,0,0,0,0,85.25,0,107.59,980,3.305,313.3,0.1
2005,1,4,1,0,19,0,0,0,18,0,0,0,0,0,0,0,94.89,0,94.29,980,3.2800000000000002,73.10000000000001,0.1
2005,1,4,2,0,21,60,178,86,19,67,67,121,121,0,86,86,89.29,0,81.42,990,3.242,93.4,0.1
2005,1,4,3,0,25,132,431,285,19,132,140,431,447,0,285,299,68.57000000000001,0,69.23,990,3.202,63,0.6000000000000001
2005,1,4,4,0,28,174,575,477,19,174,179,575,588,0,477,490,59.550000000000004,0,58.18,990,3.123,50.6,0.9
2005,1,4,5,0,30,198,656,628,19,198,192,656,693,0,628,647,54.54,0,49.02,990,3.0580000000000003,41.400000000000006,1
2005,1,4,6,0,31,210,696,719,20,210,198,696,746,0,719,744,51.67,0,43.02,980,3.008,33.1,1.1
2005,1,4,7,0,32,213,705,741,20,213,200,705,755,0,741,765,50.08,0,41.57,980,2.955,27.1,1.2000000000000002
2005,1,4,8,0,32,207,685,691,19,207,195,685,732,0,691,712,49.35,0,45.1,980,2.8930000000000002,24.3,1.2000000000000002
2005,1,4,9,0,31,190,632,574,19,190,182,632,673,0,574,591,49.45,0,52.63,980,2.825,25.900000000000002,1.2000000000000002
2005,1,4,10,0,30,159,530,403,19,159,161,530,551,0,403,414,51.57,0,62.72,980,2.779,29.8,1.1
2005,1,4,11,0,28,107,346,201,18,107,111,346,360,0,201,209,53.95,0,74.33,980,2.715,38.1,1
2005,1,4,12,0,26,18,46,20,21,9,9,0,0,0,9,9,73.32000000000001,0,86.85000000000001,980,2.645,50.900000000000006,0.8
2005,1,4,13,0,26,0,0,0,20,0,0,0,0,0,0,0,73.02,0,99.93,980,2.59,74.3,0.5
2005,1,4,14,0,25,0,0,0,19,0,0,0,0,0,0,0,73.06,0,113.36,980,2.56,116.4,0.4
2005,1,4,15,0,24,0,0,0,19,0,0,0,0,0,0,0,76.10000000000001,0,127.01,980,2.549,148.1,0.5
2005,1,4,16,0,23,0,0,0,19,0,0,0,0,0,0,0,78.23,0,140.8,980,2.556,161.5,0.7000000000000001
2005,1,4,17,0,22,0,0,0,18,0,0,0,0,0,0,0,77.67,0,154.63,980,2.57,167.10000000000002,1
2005,1,4,18,0,22,0,0,0,17,0,0,0,0,0,0,0,78.24,0,168.26,980,2.589,169.4,1.2000000000000002
2005,1,4,19,0,21,0,0,0,17,0,0,0,0,0,0,0,80.15,0,175.11,980,2.606,172.20000000000002,1.4000000000000001
2005,1,4,20,0,20,0,0,0,17,0,0,0,0,0,0,0,83.72,0,162.59,980,2.62,176.3,1.6
2005,1,4,21,0,20,0,0,0,17,0,0,0,0,0,0,0,87.43,0,148.81,980,2.63,181.70000000000002,1.6
2005,1,4,22,0,19,0,0,0,17,0,0,0,0,0,0,0,90.38,0,134.98,980,2.628,186.5,1.5
2005,1,4,23,0,19,0,0,0,17,0,0,0,0,0,0,0,92.4,0,121.24000000000001,980,2.605,190.9,1.3
2005,1,5,0,0,18,0,0,0,17,0,0,0,0,0,0,0,93.39,0,107.66,980,2.563,197.3,1
2005,1,5,1,0,19,0,0,0,18,0,0,0,0,0,0,0,100,0,94.35000000000001,980,2.5140000000000002,207.5,0.6000000000000001
2005,1,5,2,0,21,60,184,88,19,68,68,119,119,0,86,86,87.54,0,81.47,990,2.48,237.4,0.1
2005,1,5,3,0,25,134,442,290,19,145,145,399,399,0,287,287,71.81,0,69.26,990,2.475,51.800000000000004,0.2
