Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,34082,-,-,-,14.25,77.35,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Wind Speed,
2007,1,1,0,0,0,0,0,0,0,0,18,19.216561396049315,940.0365600585938,94.40366502955176,171.03780450875144,2.5498905181884766,N/A
2007,1,1,1,0,0,0,0,0,0,0,18,18.799475571737958,939.7030029296875,95.8349650410382,161.98706987847402,2.3714089393615723,N/A
2007,1,1,2,0,0,0,0,0,0,0,17,18.44610109413236,939.4219970703125,96.8933814754076,148.86873814839012,2.16481876373291,N/A
2007,1,1,3,0,0,0,0,0,0,0,17,18.249973108947927,939.5287475585938,96.57271297179153,135.17416715110198,1.9779680967330933,N/A
2007,1,1,4,0,0,0,0,0,0,0,17,18.326708054110384,939.7787475585938,93.91748860772398,121.38459971848798,1.7984063625335693,N/A
2007,1,1,5,0,0,0,0,0,0,0,13,14.542212945196127,941.2120361328125,95.08819936884012,107.68597012821981,2.2535858154296875,N/A
2007,1,1,6,0,0,0,0,0,0,0,13,15.176813771417187,942.361083984375,91.20214594172595,94.14578130634848,2.344480276107788,N/A
2007,1,1,7,0,62,281,107,61,304,109,14,18.281390087992065,943.5205078125,79.70667420865381,80.93247319185711,2.20628023147583,N/A
2007,1,1,8,0,116,589,334,116,589,334,15,21.481287761229225,944.3494873046875,69.22793143676701,68.27301709717875,1.9273632764816284,N/A
2007,1,1,9,0,146,729,548,146,729,548,14,24.454392841312597,944.4985961914062,55.60358584830316,56.56331066511395,2.1944377422332764,N/A
2007,1,1,10,0,164,802,717,164,802,717,15,25.965456118540033,944.0095825195312,51.06602616600582,46.546177071069415,2.1650891304016113,N/A
2007,1,1,11,0,174,839,821,174,839,821,15,26.978512038218867,942.7208862304688,48.00612685352636,39.54435186812679,2.0898969173431396,N/A
2007,1,1,12,0,177,849,852,177,849,852,14,27.503809493227095,941.28515625,46.052813187446965,37.30481973624066,1.9874495267868042,N/A
2007,1,1,13,0,173,834,806,173,834,806,14,27.556384649707127,940.0731811523438,45.162995714814045,40.62520819994193,1.8750487565994263,N/A
2007,1,1,14,0,161,792,688,161,792,688,14,27.03971976360691,939.6571655273438,45.493150632528,48.371450328263855,1.7229222059249878,N/A
2007,1,1,15,0,141,708,508,141,708,508,13,25.914260301877675,939.8056640625,47.63547516777443,58.81447340139083,1.568834662437439,N/A
2007,1,1,16,0,107,548,288,107,548,288,14,24.139827600503452,940.3162841796875,54.52347111370245,70.76172211253697,1.564499020576477,N/A
2007,1,1,17,0,45,58,52,45,215,69,14,21.77091473363913,941.0552368164062,62.42415218932527,83.55835468821255,1.7509721517562866,N/A
2007,1,1,18,0,0,0,0,0,0,0,13,20.782943155508292,941.9107055664062,63.74642976695169,96.8547011258081,2.0019094944000244,N/A
2007,1,1,19,0,0,0,0,0,0,0,13,20.025772470719744,942.73583984375,65.3437203994267,110.4451022971338,2.131096124649048,N/A
2007,1,1,20,0,0,0,0,0,0,0,13,19.311756601030368,942.8014526367188,67.0291586860784,124.19700360097787,2.16027569770813,N/A
2007,1,1,21,0,0,0,0,0,0,0,12,18.653487783186222,943.0648193359375,68.6233731296138,137.9921466922546,2.1481525897979736,N/A
2007,1,1,22,0,0,0,0,0,0,0,12,18.048698748591733,942.7008666992188,69.95556584779591,151.64455184857388,2.1031758785247803,N/A
2007,1,1,23,0,0,0,0,0,0,0,12,17.518337073672058,942.3766479492188,70.96144018417579,164.49431720717087,2.0360748767852783,N/A
2007,1,2,0,0,0,0,0,0,0,0,11,17.054194556782306,941.701171875,71.62940343956446,171.1573174326235,1.9569164514541626,N/A
2007,1,2,1,0,0,0,0,0,0,0,11,16.649472133745917,941.3111572265625,72.393736357131,162.15246240125933,1.8917330503463745,N/A
2007,1,2,2,0,0,0,0,0,0,0,11,16.32275927102637,941.1940307617188,73.43133056688525,149.02052686307172,1.8625671863555908,N/A
2007,1,2,3,0,0,0,0,0,0,0,11,16.06409066158153,941.2733154296875,74.04468163380058,135.314440093953,1.8402847051620483,N/A
2007,1,2,4,0,0,0,0,0,0,0,11,15.841068200644031,941.580810546875,74.63436586173329,121.51458650178722,1.7960320711135864,N/A
2007,1,2,5,0,0,0,0,0,0,0,11,15.641415573920881,942.3848876953125,75.28342612833193,107.7814438424281,1.782712459564209,N/A
2007,1,2,6,0,0,0,0,0,0,0,11,16.3300502062267,943.4998779296875,73.95512680490313,94.23167301164001,1.8358867168426514,N/A
2007,1,2,7,0,62,277,106,60,300,107,13,19.424903301781114,944.4752197265625,69.44753846179633,81.00661733526827,1.7922697067260742,N/A
2007,1,2,8,0,115,585,332,115,585,332,14,22.172157342195476,945.00390625,63.396182721953295,68.3316603326299,1.438940405845642,N/A
2007,1,2,9,0,146,726,546,146,726,546,15,25.49557681424693,944.4844360351562,52.370361705435165,56.60012086984534,1.6712315082550049,N/A
2007,1,2,10,0,164,799,714,164,799,714,15,27.12227471294807,943.9239501953125,47.58797360354435,46.551086801827985,2.0602571964263916,N/A
2007,1,2,11,0,174,836,819,174,836,819,15,28.015791144569846,942.710693359375,45.08114608285394,39.50486421106137,2.3338351249694824,N/A
2007,1,2,12,0,177,845,850,177,845,850,14,28.37812089979178,941.4439697265625,43.630254647402175,37.21663171594924,2.507078170776367,N/A
2007,1,2,13,0,173,831,805,173,831,805,14,28.251161734548987,940.3727416992188,43.02190438880951,40.50328455937786,2.598184108734131,N/A
2007,1,2,14,0,161,789,687,161,789,687,14,27.591804545338903,940.1576538085938,43.83380408850864,48.23613222682039,2.5496225357055664,N/A
2007,1,2,15,0,141,706,509,141,706,509,13,26.376696754266447,940.1895751953125,46.26287369883323,58.6774215939764,2.4778568744659424,N/A
2007,1,2,16,0,108,548,289,108,548,289,14,24.489819011889608,940.5107421875,55.31511855151857,70.62762964997617,2.4444007873535156,N/A
2007,1,2,17,0,44,39,49,45,219,70,14,22.050515434349677,941.3840942382812,63.192393069284925,83.42896311570993,2.5664210319519043,N/A
2007,1,2,18,0,0,0,0,0,0,0,14,21.060356026951354,942.0062255859375,65.98452727548595,96.73073200421052,2.7525413036346436,N/A
2007,1,2,19,0,0,0,0,0,0,0,14,20.304625352893197,942.8532104492188,68.09778510209587,110.32721837056297,2.8444621562957764,N/A
2007,1,2,20,0,0,0,0,0,0,0,13,19.623689357118224,943.1845092773438,69.90226862898784,124.08626293663565,2.920820474624634,N/A
2007,1,2,21,0,0,0,0,0,0,0,13,18.994750301096133,943.0353393554688,71.36638268495102,137.89084184875972,2.9126224517822266,N/A
2007,1,2,22,0,0,0,0,0,0,0,13,18.448698685318902,942.9330444335938,72.46535391569034,151.55883808418557,2.8120031356811523,N/A
2007,1,2,23,0,0,0,0,0,0,0,13,17.977443599784465,942.6889038085938,73.19953923992763,164.44863948346475,2.6823618412017822,N/A
2007,1,3,0,0,0,0,0,0,0,0,12,17.555238590983777,942.0504760742188,73.77044974992346,171.26057639122996,2.567359685897827,N/A
2007,1,3,1,0,0,0,0,0,0,0,12,17.203123459262827,941.6049194335938,74.12445432652946,162.28782956224953,2.4655327796936035,N/A
2007,1,3,2,0,0,0,0,0,0,0,12,16.89865755531224,941.1224975585938,74.23010260135587,149.14250621587868,2.3931267261505127,N/A
2007,1,3,3,0,0,0,0,0,0,0,12,16.625503713388696,940.9579467773438,74.5581099110199,135.4259376683931,2.369103193283081,N/A
2007,1,3,4,0,0,0,0,0,0,0,11,16.386742510825513,941.0276489257812,75.22683007213836,121.61695288201473,2.366499900817871,N/A
2007,1,3,5,0,0,0,0,0,0,0,11,16.140898723451187,941.5009155273438,76.09452069828059,107.87465258743237,2.369220018386841,N/A
2007,1,3,6,0,0,0,0,0,0,0,12,16.706942085085984,942.0558471679688,75.4742293621544,94.31466400295896,2.3789830207824707,N/A
2007,1,3,7,0,60,296,106,60,296,106,13,19.597187320243506,942.7576293945312,69.78407048630591,81.07718331319455,2.1702985763549805,N/A
2007,1,3,8,0,147,495,330,115,584,330,15,22.50524611293713,943.397216796875,62.66320641251595,68.38596190692911,1.8785744905471802,N/A
2007,1,3,9,0,266,275,418,146,726,545,15,25.513830958412257,943.083984375,53.28849591023239,56.631703141336644,2.436887264251709,N/A
2007,1,3,10,0,338,296,542,164,800,715,15,27.051996336102093,942.576171875,48.55417871713749,46.54978254113982,2.6427481174468994,N/A
2007,1,3,11,0,366,104,447,174,837,821,15,27.950748214400107,941.8453979492188,46.18635209612377,39.458298106379175,2.610560655593872,N/A
2007,1,3,12,0,281,694,835,177,847,853,15,28.377848634332338,940.6259765625,45.008652159246324,37.12121370717379,2.4915568828582764,N/A
2007,1,3,13,0,173,832,807,173,832,807,15,28.297215589167422,939.787109375,44.533884309909084,40.37509835073501,2.3669872283935547,N/A
