Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,33751,-,-,-,14.15,77.25,0,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,DHI,DHI Perez,DNI,DNI Perez,Fill Flag,GHI,GHI Perez,Relative Humidity,Snow Depth,Solar Zenith Angle,Pressure,Precipitable Water,Wind Direction,Wind Speed
2008,1,1,0,0,18,0,0,0,16,0,0,0,0,0,0,0,96.27,0,107.72,940,2.068,112.30000000000001,1.6
2008,1,1,1,0,17,0,0,0,16,0,0,0,0,0,0,0,94.85000000000001,0,94.17,940,2.029,114.2,1.5
2008,1,1,2,0,19,61,276,105,16,68,68,216,216,0,102,102,89.91,0,80.96000000000001,940,1.995,115.10000000000001,1.4000000000000001
2008,1,1,3,0,21,119,559,326,17,119,123,559,574,0,326,336,84,0,68.29,940,1.969,109.5,1.4000000000000001
2008,1,1,4,0,24,151,702,538,18,151,138,702,742,0,538,547,68.04,0,56.56,940,1.941,78.2,2.1
2008,1,1,5,0,26,170,778,706,18,170,151,778,817,0,706,714,61.550000000000004,0,46.52,940,1.936,74.4,2.4000000000000004
2008,1,1,6,0,27,181,815,810,17,181,158,815,856,0,810,819,57.34,0,39.49,940,1.943,74,2.5
2008,1,1,7,0,28,183,825,840,17,183,161,825,865,0,840,850,55.04,0,37.22,940,1.963,73.4,2.6
2008,1,1,8,0,28,179,809,794,17,179,157,809,851,0,794,804,54.29,0,40.52,940,1.995,72.2,2.6
2008,1,1,9,0,27,167,765,676,17,167,150,765,806,0,676,687,55.31,0,48.26,940,2.032,70.5,2.5
2008,1,1,10,0,26,146,679,499,17,146,134,679,721,0,499,509,58.19,0,58.71,940,2.064,69.3,2.5
2008,1,1,11,0,24,110,517,282,17,110,153,517,421,0,282,293,65.5,0,70.66,940,2.089,67.5,2.4000000000000004
2008,1,1,12,0,22,45,194,67,17,43,43,25,25,0,46,46,74.85000000000001,0,83.46000000000001,940,2.102,67.8,2.6
2008,1,1,13,0,21,0,0,0,17,0,0,0,0,0,0,0,78.86,0,96.76,940,2.103,72.4,2.8000000000000003
2008,1,1,14,0,21,0,0,0,17,0,0,0,0,0,0,0,82.27,0,110.35000000000001,940,2.099,78.30000000000001,2.9000000000000004
2008,1,1,15,0,21,0,0,0,18,0,0,0,0,0,0,0,85.67,0,124.10000000000001,940,2.091,83.80000000000001,2.8000000000000003
2008,1,1,16,0,20,0,0,0,18,0,0,0,0,0,0,0,88.71000000000001,0,137.89000000000001,940,2.095,88.30000000000001,2.7
2008,1,1,17,0,20,0,0,0,18,0,0,0,0,0,0,0,90.61,0,151.54,940,2.091,92.10000000000001,2.6
2008,1,1,18,0,20,0,0,0,18,0,0,0,0,0,0,0,91.78,0,164.37,940,2.073,95.9,2.6
