Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,33751,-,-,-,14.15,77.25,0,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,DHI,DHI Perez,DNI,DNI Perez,Fill Flag,GHI,GHI Perez,Relative Humidity,Snow Depth,Solar Zenith Angle,Pressure,Precipitable Water,Wind Direction,Wind Speed
2006,1,1,0,0,14,0,0,0,14,0,0,0,0,0,0,0,97.9,0,107.77,940,1.58,131,1.9000000000000001
2006,1,1,1,0,14,0,0,0,13,0,0,0,0,0,0,0,95.58,0,94.22,940,1.547,129.8,1.8
2006,1,1,2,0,15,58,330,110,13,58,62,330,310,0,110,111,90.91,0,80.99,940,1.518,125.80000000000001,1.7000000000000002
2006,1,1,3,0,18,108,620,337,14,108,98,620,661,0,337,343,83.63,0,68.32000000000001,940,1.5050000000000001,112,1.8
2006,1,1,4,0,21,135,758,553,15,135,116,758,794,0,553,554,67.32000000000001,0,56.58,940,1.5190000000000001,94.2,2.5
2006,1,1,5,0,23,152,828,722,14,152,128,828,861,0,722,721,59.54,0,46.53,940,1.56,88.9,2.7
2006,1,1,6,0,24,161,862,826,15,158,158,837,837,0,805,805,55.76,0,39.47,940,1.618,87.5,2.8000000000000003
2006,1,1,7,0,25,163,870,856,15,155,155,858,858,0,839,839,54.7,0,37.18,940,1.688,88,2.9000000000000004
2006,1,1,8,0,25,159,854,809,15,159,131,854,894,0,809,812,55.19,0,40.47,940,1.764,89.2,3
2006,1,1,9,0,25,149,811,690,15,149,126,811,853,0,690,695,57.02,0,48.2,940,1.839,90.60000000000001,3
2006,1,1,10,0,24,130,729,510,15,130,114,729,776,0,510,518,60.32,0,58.64,940,1.9020000000000001,91.4,3
2006,1,1,11,0,22,100,572,290,16,100,103,572,592,0,290,300,67.31,0,70.59,940,1.946,91.10000000000001,2.9000000000000004
2006,1,1,12,0,21,44,238,72,16,47,47,161,161,0,66,66,76.08,0,83.4,940,1.962,90.7,2.8000000000000003
2006,1,1,13,0,20,0,0,0,16,0,0,0,0,0,0,0,79.69,0,96.7,940,1.968,93.5,2.8000000000000003
2006,1,1,14,0,20,0,0,0,16,0,0,0,0,0,0,0,82.72,0,110.29,940,1.971,99,2.8000000000000003
2006,1,1,15,0,19,0,0,0,16,0,0,0,0,0,0,0,85.60000000000001,0,124.05,940,1.965,102.2,2.8000000000000003
2006,1,1,16,0,19,0,0,0,16,0,0,0,0,0,0,0,88.01,0,137.84,940,1.941,105,2.9000000000000004
2006,1,1,17,0,18,0,0,0,16,0,0,0,0,0,0,0,90.55,0,151.5,940,1.8960000000000001,108.60000000000001,2.9000000000000004
2006,1,1,18,0,17,0,0,0,16,0,0,0,0,0,0,0,95.08,0,164.35,940,1.839,112.5,2.9000000000000004
