Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,9406,-,-,-,21.65,69.85,0,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,DHI,DHI Perez,DNI,DNI Perez,Fill Flag,GHI,GHI Perez,Relative Humidity,Snow Depth,Solar Zenith Angle,Pressure,Precipitable Water,Wind Direction,Wind Speed
2012,1,1,0,0,15,0,0,0,3,0,0,0,0,0,0,0,47.32,0,116.74000000000001,1010,0.72,13.8,4.9
2012,1,1,1,0,15,0,0,0,3,0,0,0,0,0,0,0,49.15,0,103.46000000000001,1010,0.715,15.200000000000001,4.800000000000001
2012,1,1,2,0,15,1,0,1,4,0,0,0,0,0,0,0,47.71,0,90.55,1010,0.712,15.5,4.6000000000000005
2012,1,1,3,0,17,82,353,155,3,83,83,315,315,0,148,148,38.15,0,78.21000000000001,1010,0.716,16.400000000000002,4
2012,1,1,4,0,21,131,594,366,1,126,126,586,586,0,358,358,26.650000000000002,0,66.77,1010,0.715,17.8,4.1000000000000005
2012,1,1,5,0,24,158,717,551,0,155,155,687,687,0,532,532,20.72,0,56.77,1010,0.715,19.200000000000003,4.2
2012,1,1,6,0,26,173,780,684,0,170,170,748,748,0,660,660,17.48,0,49.13,1010,0.718,18.400000000000002,4
2012,1,1,7,0,27,179,807,750,0,176,176,774,774,0,723,723,15.8,0,45.07,1010,0.718,15.200000000000001,3.7
2012,1,1,8,0,28,179,804,742,-1,173,173,777,777,0,718,718,15.14,0,45.550000000000004,1010,0.714,11.5,3.6
2012,1,1,9,0,28,171,772,662,-1,171,171,747,747,0,647,647,15.11,0,50.44,1010,0.704,9.200000000000001,3.5
2012,1,1,10,0,27,153,699,518,-1,160,160,642,642,0,494,494,15.870000000000001,0,58.660000000000004,1010,0.6940000000000001,8.1,3.5
2012,1,1,11,0,25,123,560,324,0,157,157,415,415,0,306,306,18.43,0,69.01,1010,0.686,6.2,3.4000000000000004
2012,1,1,12,0,23,68,280,113,3,70,70,101,101,0,87,87,28.16,0,80.68,1010,0.68,2.8000000000000003,3.5
2012,1,1,13,0,21,3,14,2,5,0,0,0,0,0,0,0,36.52,0,93.16,1010,0.676,2.6,3.9000000000000004
2012,1,1,14,0,20,0,0,0,6,0,0,0,0,0,0,0,39.300000000000004,0,106.15,1010,0.675,4.4,4.1000000000000005
2012,1,1,15,0,20,0,0,0,6,0,0,0,0,0,0,0,43.28,0,119.49000000000001,1010,0.673,8.1,4
2012,1,1,16,0,19,0,0,0,7,0,0,0,0,0,0,0,47.31,0,133.05,1010,0.666,12.200000000000001,3.9000000000000004
2012,1,1,17,0,18,0,0,0,7,0,0,0,0,0,0,0,50.46,0,146.75,1010,0.661,15.100000000000001,3.9000000000000004
2012,1,1,18,0,18,0,0,0,8,0,0,0,0,0,0,0,53.14,0,160.54,1010,0.659,17.900000000000002,3.9000000000000004
2012,1,1,19,0,17,0,0,0,8,0,0,0,0,0,0,0,55.550000000000004,0,174.28,1010,0.657,21.900000000000002,3.9000000000000004
2012,1,1,20,0,16,0,0,0,8,0,0,0,0,0,0,0,57.56,0,171.59,1010,0.656,25.6,3.9000000000000004
2012,1,1,21,0,16,0,0,0,8,0,0,0,0,0,0,0,59.49,0,157.8,1010,0.66,27,3.9000000000000004
2012,1,1,22,0,15,0,0,0,8,0,0,0,0,0,0,0,61.5,0,144.03,1010,0.6910000000000001,27,3.9000000000000004
2012,1,1,23,0,15,0,0,0,8,0,0,0,0,0,0,0,63.77,0,130.35,1010,0.723,27.700000000000003,3.9000000000000004
2012,1,2,0,0,15,0,0,0,8,0,0,0,0,0,0,0,66.21000000000001,0,116.82000000000001,1010,0.755,29.400000000000002,3.9000000000000004
2012,1,2,1,0,14,0,0,0,8,0,0,0,0,0,0,0,68.56,0,103.54,1010,0.788,32,3.8000000000000003
2012,1,2,2,0,15,1,0,1,8,0,0,0,0,0,0,0,64.54,0,90.62,1010,0.8170000000000001,36.300000000000004,3.6
2012,1,2,3,0,17,82,347,152,6,85,85,279,279,0,142,142,50.32,0,78.27,1010,0.84,40.900000000000006,3
2012,1,2,4,0,21,130,589,362,6,131,131,558,558,0,351,351,37.52,0,66.8,1010,0.8290000000000001,44.5,2.7
2012,1,2,5,0,25,157,712,548,4,161,161,664,664,0,525,525,26.77,0,56.78,1010,0.8210000000000001,48.900000000000006,3
2012,1,2,6,0,27,172,776,681,3,170,170,748,748,0,660,660,22.51,0,49.11,1010,0.8170000000000001,49.400000000000006,2.5
2012,1,2,7,0,28,179,803,747,3,167,167,798,798,0,732,732,19.740000000000002,0,45,1010,0.8190000000000001,48,2
2012,1,2,8,0,29,178,800,740,2,178,165,800,802,0,740,728,18.07,0,45.44,1010,0.8280000000000001,44,1.7000000000000002
2012,1,2,9,0,29,170,766,660,2,170,158,766,769,0,660,650,17.69,0,50.32,1010,0.844,35.7,1.6
2012,1,2,10,0,28,153,692,514,1,153,145,692,696,0,514,509,18.3,0,58.52,1010,0.896,27.200000000000003,1.6
2012,1,2,11,0,27,123,551,321,2,153,153,456,456,0,318,318,20.82,0,68.88,1010,0.9550000000000001,15.9,1.7000000000000002
2012,1,2,12,0,24,68,275,113,9,72,72,152,152,0,97,97,38.59,0,80.54,1010,1.016,359.20000000000005,2.1
2012,1,2,13,0,23,2,6,2,10,0,0,0,0,0,0,0,46.12,0,93.03,1010,1.071,354.90000000000003,2.9000000000000004
2012,1,2,14,0,22,0,0,0,10,0,0,0,0,0,0,0,47.75,0,106.03,1010,1.1280000000000001,356.6,3.5
2012,1,2,15,0,21,0,0,0,10,0,0,0,0,0,0,0,50.74,0,119.37,1010,1.192,0.9,3.8000000000000003
2012,1,2,16,0,20,0,0,0,10,0,0,0,0,0,0,0,55.19,0,132.93,1010,1.237,7.5,3.9000000000000004
2012,1,2,17,0,19,0,0,0,11,0,0,0,0,0,0,0,59.65,0,146.64000000000001,1010,1.276,15.200000000000001,3.9000000000000004
2012,1,2,18,0,19,0,0,0,11,0,0,0,0,0,0,0,63.24,0,160.43,1010,1.308,22.200000000000003,3.9000000000000004
2012,1,2,19,0,18,0,0,0,11,0,0,0,0,0,0,0,65.71000000000001,0,174.19,1010,1.341,28,3.8000000000000003
2012,1,2,20,0,18,0,0,0,11,0,0,0,0,0,0,0,67.7,0,171.70000000000002,1010,1.385,33,3.7
2012,1,2,21,0,17,0,0,0,11,0,0,0,0,0,0,0,69.43,0,157.91,1010,1.437,34.7,3.5
2012,1,2,22,0,17,0,0,0,11,0,0,0,0,0,0,0,70.72,0,144.13,1010,1.454,33.9,3.3000000000000003
2012,1,2,23,0,17,0,0,0,11,0,0,0,0,0,0,0,71.5,0,130.44,1010,1.451,32.5,3.2
2012,1,3,0,0,16,0,0,0,11,0,0,0,0,0,0,0,71.67,0,116.91,1010,1.435,30.200000000000003,3.2
2012,1,3,1,0,16,0,0,0,11,0,0,0,0,0,0,0,71.45,0,103.62,1010,1.407,28.200000000000003,3.3000000000000003
2012,1,3,2,0,17,0,0,0,10,0,0,0,0,0,0,0,65.65,0,90.68,1010,1.374,27.3,3.3000000000000003
2012,1,3,3,0,19,80,333,147,8,83,83,309,309,0,146,146,51.06,0,78.32000000000001,1010,1.347,28.1,2.8000000000000003
2012,1,3,4,0,23,128,572,353,8,130,130,557,557,0,350,350,39.89,0,66.83,1010,1.339,28.5,2.6
2012,1,3,5,0,26,155,694,536,8,155,156,694,695,0,536,537,31.23,0,56.78,1010,1.339,28.700000000000003,2.6
2012,1,3,6,0,28,170,758,667,7,170,162,758,771,0,667,668,26.85,0,49.07,1010,1.347,25.900000000000002,2.2
2012,1,3,7,0,30,177,784,733,6,175,175,777,777,0,726,726,23.42,0,44.93,1010,1.357,17.5,1.8
2012,1,3,8,0,30,176,782,726,5,176,164,782,803,0,726,729,21.22,0,45.33,1010,1.372,3.3000000000000003,1.6
2012,1,3,9,0,30,168,749,648,4,168,158,749,770,0,648,652,20.28,0,50.19,1010,1.3920000000000001,344.70000000000005,1.5
2012,1,3,10,0,29,151,677,506,4,151,146,677,692,0,506,509,20.69,0,58.39,1010,1.413,327.40000000000003,1.7000000000000002
2012,1,3,11,0,27,122,539,317,4,122,154,539,463,0,317,322,22.76,0,68.74,1010,1.43,316.3,2
2012,1,3,12,0,25,67,271,113,7,73,73,161,161,0,100,100,33.56,0,80.41,1010,1.436,310.1,2.5
2012,1,3,13,0,23,1,2,1,10,0,0,0,0,0,0,0,44.730000000000004,0,92.89,1010,1.42,313.8,3
2012,1,3,14,0,22,0,0,0,10,0,0,0,0,0,0,0,46.83,0,105.9,1010,1.3900000000000001,320.3,3.1
2012,1,3,15,0,22,0,0,0,11,0,0,0,0,0,0,0,50.61,0,119.24000000000001,1010,1.35,325.40000000000003,3.1
2012,1,3,16,0,21,0,0,0,11,0,0,0,0,0,0,0,54.69,0,132.81,1010,1.323,329.6,3
2012,1,3,17,0,21,0,0,0,12,0,0,0,0,0,0,0,59.09,0,146.52,1010,1.304,333.20000000000005,2.8000000000000003
2012,1,3,18,0,21,0,0,0,13,0,0,0,0,0,0,0,62.71,0,160.32,1010,1.289,335.6,2.7
2012,1,3,19,0,20,0,0,0,13,0,0,0,0,0,0,0,65.94,0,174.1,1010,1.28,336.90000000000003,2.6
2012,1,3,20,0,20,0,0,0,13,0,0,0,0,0,0,0,68.33,0,171.82,1010,1.278,338.5,2.6
