Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,16695,-,-,-,24.55,72.05,0,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,DHI,DHI Perez,DNI,DNI Perez,Fill Flag,GHI,GHI Perez,Relative Humidity,Snow Depth,Solar Zenith Angle,Pressure,Precipitable Water,Wind Direction,Wind Speed
2006,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,36.480000000000004,0,115.60000000000001,1000,1.088,170.4,1.1
2006,1,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,38.11,0,102.58,1000,1.11,176,1.4000000000000001
2006,1,1,2,0,15,2,1,2,0,0,0,0,0,0,0,0,36.52,0,89.98,1000,1.127,179.3,1.8
2006,1,1,3,0,19,81,363,156,1,81,84,363,351,0,156,157,30.92,0,78.04,1000,1.1380000000000001,179,1.9000000000000001
2006,1,1,4,0,22,126,590,356,0,126,122,590,603,0,356,357,24.07,0,67.11,1000,1.163,180.5,1.7000000000000002
2006,1,1,5,0,27,152,706,528,0,152,143,706,720,0,528,527,17.61,0,57.77,1000,1.181,191.8,1.9000000000000001
2006,1,1,6,0,29,166,765,648,0,164,164,749,749,0,636,636,15.41,0,50.94,1000,1.18,193.9,2.1
2006,1,1,7,0,30,172,787,702,0,164,164,786,786,0,693,693,14.59,0,47.7,1000,1.18,198.60000000000002,2.2
2006,1,1,8,0,30,170,780,684,0,173,173,774,774,0,684,684,14.65,0,48.77,1000,1.203,212.20000000000002,2.1
2006,1,1,9,0,29,160,739,596,0,181,181,662,662,0,571,571,14.99,0,53.910000000000004,1000,1.2550000000000001,225.5,2.3000000000000003
2006,1,1,10,0,28,141,656,448,0,143,143,645,645,0,445,445,16.23,0,62.1,1000,1.282,227.9,2.2
2006,1,1,11,0,26,107,495,258,0,135,135,390,390,0,254,254,19.47,0,72.31,1000,1.291,234.70000000000002,2.2
2006,1,1,12,0,22,45,174,64,1,41,41,25,25,0,44,44,25.8,0,83.79,1000,1.298,249.4,2.2
2006,1,1,13,0,21,0,0,0,1,0,0,0,0,0,0,0,26.96,0,96.09,1000,1.309,264.5,2.2
2006,1,1,14,0,20,0,0,0,1,0,0,0,0,0,0,0,27.93,0,108.92,1000,1.319,277.90000000000003,2.2
2006,1,1,15,0,19,0,0,0,0,0,0,0,0,0,0,0,29.03,0,122.09,1000,1.333,295.2,2.1
2006,1,1,16,0,19,0,0,0,0,0,0,0,0,0,0,0,29.22,0,135.49,1000,1.343,314,2
2006,1,1,17,0,18,0,0,0,0,0,0,0,0,0,0,0,29.7,0,149.05,1000,1.361,329.8,2.1
2006,1,1,18,0,17,0,0,0,0,0,0,0,0,0,0,0,29.05,0,162.67000000000002,1000,1.391,342.3,2.2
2006,1,1,19,0,17,0,0,0,-1,0,0,0,0,0,0,0,29.42,0,176.12,1000,1.429,352.20000000000005,2.3000000000000003
2006,1,1,20,0,16,0,0,0,-2,0,0,0,0,0,0,0,28.92,0,169.70000000000002,1000,1.466,359.5,2.4000000000000004
2006,1,1,21,0,15,0,0,0,-2,0,0,0,0,0,0,0,28.95,0,156.08,1000,1.492,0.2,2.5
2006,1,1,22,0,15,0,0,0,-3,0,0,0,0,0,0,0,28.63,0,142.47,1000,1.5090000000000001,358.40000000000003,2.6
2006,1,1,23,0,14,0,0,0,-4,0,0,0,0,0,0,0,28.490000000000002,0,128.98,1000,1.52,357.90000000000003,2.8000000000000003
2006,1,2,0,0,13,0,0,0,-4,0,0,0,0,0,0,0,28.57,0,115.67,1000,1.522,359.6,2.8000000000000003
2006,1,2,1,0,12,0,0,0,-4,0,0,0,0,0,0,0,29.23,0,102.65,1000,1.5170000000000001,3.2,2.7
2006,1,2,2,0,13,2,1,2,-4,0,0,0,0,0,0,0,27.84,0,90.04,1000,1.5050000000000001,8,2.6
2006,1,2,3,0,16,80,354,153,-5,87,87,307,307,0,151,151,23.17,0,78.08,1000,1.488,14.100000000000001,2
2006,1,2,4,0,20,125,581,351,-4,125,125,579,579,0,351,351,18.18,0,67.13,1000,1.467,4.7,1.5
2006,1,2,5,0,24,151,698,524,-3,151,148,698,699,0,524,521,16.21,0,57.77,1000,1.441,322.5,1.1
2006,1,2,6,0,26,166,758,644,-1,166,157,758,772,0,644,644,16.87,0,50.9,1000,1.401,284.8,1.3
2006,1,2,7,0,27,172,783,700,0,172,163,783,788,0,700,695,17,0,47.62,1000,1.336,273.7,1.9000000000000001
2006,1,2,8,0,26,170,780,685,0,170,155,780,802,0,685,685,17.13,0,48.67,1000,1.226,273.7,2.4000000000000004
2006,1,2,9,0,26,161,746,602,-1,161,148,746,764,0,602,600,17.16,0,53.78,1000,1.076,276.7,2.7
2006,1,2,10,0,24,142,668,457,-1,141,141,651,651,0,448,448,18.18,0,61.96,1000,0.9460000000000001,281.5,2.8000000000000003
2006,1,2,11,0,22,109,511,266,-1,136,136,398,398,0,258,258,20.21,0,72.17,1000,0.864,289,2.8000000000000003
2006,1,2,12,0,19,47,188,68,-1,43,43,32,32,0,47,47,25.02,0,83.66,1000,0.805,300.5,3
2006,1,2,13,0,18,0,0,0,-1,0,0,0,0,0,0,0,27.580000000000002,0,95.96000000000001,1000,0.752,310.70000000000005,3.3000000000000003
2006,1,2,14,0,16,0,0,0,-1,0,0,0,0,0,0,0,29.5,0,108.79,1000,0.715,320.1,3.5
2006,1,2,15,0,15,0,0,0,-1,0,0,0,0,0,0,0,31.68,0,121.96000000000001,1000,0.6900000000000001,327.1,3.6
2006,1,2,16,0,14,0,0,0,-1,0,0,0,0,0,0,0,34,0,135.37,1000,0.679,332.70000000000005,3.6
2006,1,2,17,0,13,0,0,0,-1,0,0,0,0,0,0,0,36.27,0,148.92000000000002,1000,0.664,337.8,3.5
2006,1,2,18,0,12,0,0,0,-1,0,0,0,0,0,0,0,38.38,0,162.55,1000,0.643,343.20000000000005,3.3000000000000003
2006,1,2,19,0,12,0,0,0,-1,0,0,0,0,0,0,0,40.410000000000004,0,175.98,1000,0.62,348.3,3.1
2006,1,2,20,0,11,0,0,0,-1,0,0,0,0,0,0,0,42.13,0,169.79,1000,0.597,352.5,2.9000000000000004
2006,1,2,21,0,10,0,0,0,-1,0,0,0,0,0,0,0,43.730000000000004,0,156.17000000000002,1000,0.577,357.6,2.6
2006,1,2,22,0,10,0,0,0,-1,0,0,0,0,0,0,0,45.17,0,142.56,1000,0.55,4.7,2.5
2006,1,2,23,0,9,0,0,0,-1,0,0,0,0,0,0,0,46.52,0,129.06,1000,0.527,13,2.4000000000000004
2006,1,3,0,0,9,0,0,0,-1,0,0,0,0,0,0,0,47.88,0,115.75,1000,0.509,21.6,2.4000000000000004
2006,1,3,1,0,8,0,0,0,-1,0,0,0,0,0,0,0,49.18,0,102.71000000000001,1000,0.497,29.1,2.4000000000000004
2006,1,3,2,0,10,2,1,2,-1,0,0,0,0,0,0,0,45.22,0,90.09,1000,0.491,35.300000000000004,2.3000000000000003
2006,1,3,3,0,13,83,385,162,-1,83,83,347,347,0,155,155,36.08,0,78.12,1000,0.485,37.1,2
2006,1,3,4,0,17,129,619,370,-1,122,122,602,602,0,356,356,26.82,0,67.15,1000,0.493,26.200000000000003,1.9000000000000001
2006,1,3,5,0,21,155,736,548,-3,154,154,676,676,0,515,515,20.03,0,57.76,1000,0.505,18.400000000000002,2
2006,1,3,6,0,22,170,795,672,-4,170,170,728,728,0,630,630,16.490000000000002,0,50.86,1000,0.513,15.200000000000001,2
2006,1,3,7,0,24,176,818,728,-5,171,171,766,766,0,689,689,14.18,0,47.54,1000,0.517,10.5,2.1
2006,1,3,8,0,24,174,811,711,-6,156,156,800,800,0,686,686,12.97,0,48.550000000000004,1000,0.517,4.800000000000001,2.3000000000000003
2006,1,3,9,0,24,164,773,622,-6,164,164,726,726,0,595,595,12.52,0,53.65,1000,0.525,359.40000000000003,2.5
2006,1,3,10,0,22,145,690,471,-7,144,144,635,635,0,444,444,13.19,0,61.82,1000,0.535,357.1,2.8000000000000003
2006,1,3,11,0,20,111,529,274,-7,136,136,406,406,0,262,262,14.72,0,72.03,1000,0.549,357,3.1
2006,1,3,12,0,17,49,201,72,-7,45,45,40,40,0,50,50,18.61,0,83.52,1000,0.562,356.5,3.4000000000000004
2006,1,3,13,0,16,0,0,0,-6,0,0,0,0,0,0,0,20.68,0,95.82000000000001,1000,0.5720000000000001,359.40000000000003,3.8000000000000003
2006,1,3,14,0,15,0,0,0,-6,0,0,0,0,0,0,0,22.19,0,108.65,1000,0.577,3.3000000000000003,3.9000000000000004
2006,1,3,15,0,14,0,0,0,-6,0,0,0,0,0,0,0,23.82,0,121.83,1000,0.5760000000000001,8.200000000000001,3.9000000000000004
2006,1,3,16,0,13,0,0,0,-6,0,0,0,0,0,0,0,25.39,0,135.25,1000,0.562,13.4,3.8000000000000003
